Postcode;Plaatsnaam;Deelgemeente;Provincie
4261;Latinne;Ja;Luik
6761;Latour;Ja;Luxemburg
3700;Lauw;Ja;Limburg
8930;Lauwe;Ja;West-Vlaanderen
6681;Lavacherie;Ja;Luxemburg
5580;Lavaux-Saint-Anne;Ja;Namen
4217;Lavoir;Ja;Luik
5670;Le Mesnil;Ja;Namen
7070;LE ROEULX;Neen;Henegouwen
5070;Le Roux;Ja;Namen
9280;LEBBEKE;Neen;Oost-Vlaanderen 
9340;LEDE;Neen;Oost-Vlaanderen 
9050;Ledeberg;Ja;Oost-Vlaanderen 
8880;LEDEGEM;Neen;West-Vlaanderen
3061;Leefdaal;Ja;Vlaams-Brabant
1755;Leerbeek;Ja;Vlaams-Brabant
6142;Leernes;Ja;Henegouwen
6530;Leers-Et-Fosteau;Ja;Henegouwen
7730;Leers-Nord;Ja;Henegouwen
2811;Leest;Ja;Antwerpen
9620;Leeuwergem;Ja;Oost-Vlaanderen 
8432;Leffinge;Ja;West-Vlaanderen
6860;LÉGLISE;Neen;Luxemburg
5590;Leignon;Ja;Namen
8691;Leisele;Ja;West-Vlaanderen
8600;Leke;Ja;West-Vlaanderen
1502;Lembeek;Ja;Vlaams-Brabant
9971;Lembeke;Ja;Oost-Vlaanderen 
9820;Lemberge;Ja;Oost-Vlaanderen 
8860;LENDELEDE;Neen;West-Vlaanderen
1750;LENNIK;Neen;Vlaams-Brabant
7870;LENS;Neen;Henegouwen
4280;Lens-Saint-Remy;Ja;Luik
4250;Lens-Saint-Servais;Ja;Luik
4360;Lens-Sur-Geer;Ja;Luik
3970;LEOPOLDSBURG;Neen;Limburg
4560;Les Avins;Ja;Luik
6210;LES BONS VILLERS;Neen;Henegouwen
6811;Les Bulles;Ja;Luxemburg
6830;Les Hayons;Ja;Luxemburg
4317;Les Waleffes;Ja;Luik
7621;Lesdain;Ja;Henegouwen
7860;LESSINES;Neen;Henegouwen
5580;Lessive;Ja;Namen
6953;Lesterny;Ja;Luxemburg
5170;Lesve;Ja;Namen
7850;Lettelingen;Ja;Henegouwen
9521;Letterhoutem;Ja;Oost-Vlaanderen 
6500;Leugnies;Ja;Henegouwen
9700;Leupegem;Ja;Oost-Vlaanderen 
3630;Leut;Ja;Limburg
3000;LEUVEN;Neen;Vlaams-Brabant
5310;Leuze;Ja;Namen
7900;LEUZE-EN-HAINAUT;Neen;Henegouwen
6500;Leval-Chaudeville;Ja;Henegouwen
7134;Leval-Trahegnies;Ja;Henegouwen
6238;Liberchies;Ja;Henegouwen
6890;LIBIN;Neen;Luxemburg
6800;LIBRAMONT-CHEVIGNY;Neen;Luxemburg
2460;Lichtaart;Ja;Antwerpen
8810;LICHTERVELDE;Neen;West-Vlaanderen
1770;LIEDEKERKE;Neen;Vlaams-Brabant
9400;Lieferinge;Ja;Oost-Vlaanderen 
4000;LIÈGE;Neen;Luik
4020;LIÈGE;Neen;Luik
4099;Liège X;;
2500;LIER;Neen;Antwerpen
9570;LIERDE;Neen;Oost-Vlaanderen 
4990;LIERNEUX;Neen;Luik
5310;Liernu;Ja;Namen
4042;Liers;Ja;Luik
2870;Liezele;Ja;Antwerpen
7812;Ligne;Ja;Henegouwen
4254;Ligney;Ja;Luik
5140;Ligny;Ja;Namen
2275;LILLE;Neen;Antwerpen
2040;Lillo;Ja;Antwerpen
1428;Lillois-Witterzée;Ja;Waals-Brabant
1300;Limal;Ja;Waals-Brabant
4830;LIMBOURG;Neen;Luik
1342;Limelette;Ja;Waals-Brabant
6670;Limerlé;Ja;Luxemburg
4357;Limont;Ja;Luik
4287;LINCENT;Neen;Luik
3210;Linden;Ja;Vlaams-Brabant
1630;LINKEBEEK;Neen;Vlaams-Brabant
3560;Linkhout;Ja;Limburg
1357;Linsmeau;Ja;Waals-Brabant
2547;LINT;Neen;Antwerpen
3350;LINTER;Neen;Vlaams-Brabant
2890;Lippelo;Ja;Antwerpen
5501;Lisogne;Ja;Namen
8380;Lissewege;Ja;West-Vlaanderen
5101;Lives-Sur-Meuse;Ja;Namen
4600;Lixhe;Ja;Luik
8647;Lo;Ja;West-Vlaanderen
8647;LO-RENINGE;Neen;West-Vlaanderen
6540;LOBBES;Neen;Henegouwen
9080;LOCHRISTI;Neen;Oost-Vlaanderen 
6042;Lodelinsart;Ja;Henegouwen
2990;Loenhout;Ja;Antwerpen
8958;Loker;Ja;West-Vlaanderen
9160;LOKEREN;Neen;Oost-Vlaanderen 
3545;Loksbergen;Ja;Limburg
8434;Lombardsijde;Ja;West-Vlaanderen
7870;Lombise;Ja;Henegouwen
3920;LOMMEL;Neen;Limburg
4783;Lommersweiler;Ja;Luik
6463;Lompret;Ja;Henegouwen
6924;Lomprez;Ja;Luxemburg
4431;Loncin;Ja;Luik
1840;LONDERZEEL;Neen;Vlaams-Brabant
5310;Longchamps;Ja;Namen
6688;Longchamps;Ja;Luxemburg
6840;Longlier;Ja;Luxemburg
1325;Longueville;Ja;Waals-Brabant
6600;Longvilly;Ja;Luxemburg
4710;LONTZEN;Neen;Luik
5030;Lonzée;Ja;Namen
3040;Loonbeek;Ja;Vlaams-Brabant
8210;Loppem;Ja;West-Vlaanderen
4987;Lorcé;Ja;Luik
1651;Lot;Ja;Vlaams-Brabant
9880;Lotenhulle;Ja;Oost-Vlaanderen 
5575;Louette-Saint-Denis;Ja;Namen
5575;Louette-Saint-Pierre;Ja;Namen
1471;Loupoigne;Ja;Waals-Brabant
1348;Louvain-La-Neuve;Ja;Waals-Brabant
4141;Louveigné;Ja;Luik
4920;Louveigné;Ja;Luik
9920;LOVENDEGEM;Neen;Oost-Vlaanderen 
3360;Lovenjoel;Ja;Vlaams-Brabant
6280;Loverval;Ja;Henegouwen
5101;Loyers;Ja;Namen
3210;LUBBEEK;Neen;Vlaams-Brabant
7700;Luingne;Ja;Henegouwen
3560;LUMMEN;Neen;Limburg
5170;Lustin;Ja;Namen
6238;Luttre;Ja;Henegouwen
9680;Maarke-Kerkem;Ja;Oost-Vlaanderen 
9680;MAARKEDAL;Neen;Oost-Vlaanderen 
3680;MAASEIK;Neen;Limburg
3630;MAASMECHELEN;Neen;Limburg
6663;Mabompré;Ja;Luxemburg
1830;MACHELEN;Neen;Vlaams-Brabant
9870;Machelen;Ja;Oost-Vlaanderen 
6591;Macon;Ja;Henegouwen
6593;Macquenoise;Ja;Henegouwen
5374;Maffe;Ja;Namen
7810;Maffle;Ja;Henegouwen
4623;Magnée;Ja;Luik
5330;Maillen;Ja;Namen
7812;Mainvault;Ja;Henegouwen
7020;Maisières;Ja;Henegouwen
6852;Maissin;Ja;Luxemburg
5300;Maizeret;Ja;Namen
3700;Mal;Ja;Limburg
9990;MALDEGEM;Neen;Oost-Vlaanderen 
1840;Malderen;Ja;Vlaams-Brabant
6960;Malempré;Ja;Luxemburg
1360;Malèves-Sainte-Marie-Wastines;Ja;Waals-Brabant
2390;MALLE;Neen;Antwerpen
4960;MALMEDY;Neen;Luik
5020;Malonne;Ja;Namen
5575;Malvoisin;Ja;Namen
7170;MANAGE;Neen;Henegouwen
4760;Manderfeld;Ja;Luik
6960;MANHAY;Neen;Luxemburg
8433;Mannekensvere;Ja;West-Vlaanderen
1380;Maransart;Ja;Waals-Brabant
1495;Marbais;Ja;Waals-Brabant
6120;Marbaix;Ja;Henegouwen
6900;MARCHE-EN-FAMENNE;Neen;Luxemburg
5024;Marche-Les-Dames;Ja;Namen
7190;Marche-Lez-Ecaussinnes;Ja;Henegouwen
6030;Marchienne-Au-Pont;Ja;Henegouwen
4570;MARCHIN;Neen;Luik
7387;Marchipont;Ja;Henegouwen
5380;Marchovelette;Ja;Namen
6001;Marcinelle;Ja;Henegouwen
6987;Marcourt;Ja;Luxemburg
6990;Marenne;Ja;Luxemburg
9030;Mariakerke;Ja;Oost-Vlaanderen 
2880;Mariekerke;Ja;Antwerpen
5660;Mariembourg;Ja;Namen
1350;Marilles;Ja;Waals-Brabant
7850;Mark;Ja;Henegouwen
8510;Marke;Ja;West-Vlaanderen
8720;Markegem;Ja;West-Vlaanderen
4210;Marneffe;Ja;Luik
7522;Marquain;Ja;Henegouwen
6630;MARTELANGE;Neen;Luxemburg
3742;Martenslinde;Ja;Limburg
5573;Martouzin-Neuville;Ja;Namen
6953;Masbourg;Ja;Luxemburg
7050;Masnuy-Saint-Jean;Ja;Henegouwen
7050;Masnuy-Saint-Pierre;Ja;Henegouwen
9230;Massemen;Ja;Oost-Vlaanderen 
2240;Massenhoven;Ja;Antwerpen
5680;Matagne-La-Grande;Ja;Namen
5680;Matagne-La-Petite;Ja;Namen
9700;Mater;Ja;Oost-Vlaanderen 
7640;Maubray;Ja;Henegouwen
7534;Maulde;Ja;Henegouwen
7110;Maurage;Ja;Henegouwen
5670;Mazée;Ja;Namen
1745;Mazenzele;Ja;Vlaams-Brabant
5032;Mazy;Ja;Namen
5372;Méan;Ja;Namen
2800;MECHELEN;Neen;Antwerpen
3630;Mechelen-Aan-De-Maas;Ja;Limburg
3870;Mechelen-Bovelingen;Ja;Limburg
4219;Meeffe;Ja;Luik
3391;Meensel-Kiezegem;Ja;Vlaams-Brabant
2321;Meer;Ja;Antwerpen
3078;Meerbeek;Ja;Vlaams-Brabant
9402;Meerbeke;Ja;Oost-Vlaanderen 
9170;Meerdonk;Ja;Oost-Vlaanderen 
2450;MEERHOUT;Neen;Antwerpen
2328;Meerle;Ja;Antwerpen
3630;Meeswijk;Ja;Limburg
8377;Meetkerke;Ja;West-Vlaanderen
3670;Meeuwen;Ja;Limburg
3670;MEEUWEN-GRUITRODE;Neen;Limburg
5310;Mehaigne;Ja;Namen
9800;Meigem;Ja;Oost-Vlaanderen 
9630;Meilegem;Ja;Oost-Vlaanderen 
1860;MEISE;Neen;Vlaams-Brabant
6769;MEIX-DEVANT-VIRTON;Neen;Luxemburg
6747;Meix-Le-Tige;Ja;Luxemburg
9700;Melden;Ja;Oost-Vlaanderen 
3320;Meldert;Ja;Vlaams-Brabant
3560;Meldert;Ja;Limburg
9310;Meldert;Ja;Oost-Vlaanderen 
4633;Melen;Ja;Luik
1370;Mélin;Ja;Waals-Brabant
3350;Melkwezer;Ja;Vlaams-Brabant
9090;MELLE;Neen;Oost-Vlaanderen 
1495;Mellery;Ja;Waals-Brabant
7540;Melles;Ja;Henegouwen
6211;Mellet;Ja;Henegouwen
6860;Mellier;Ja;Luxemburg
1820;Melsbroek;Ja;Vlaams-Brabant
9120;Melsele;Ja;Oost-Vlaanderen 
9820;Melsen;Ja;Oost-Vlaanderen 
4837;Membach;Ja;Luik
5550;Membre;Ja;Namen
3770;Membruggen;Ja;Limburg
9042;Mendonk;Ja;Oost-Vlaanderen 
8930;MENEN;Neen;West-Vlaanderen
6567;MERBES-LE-CHÂTEAU;Neen;Henegouwen
6567;Merbes-Sainte-Marie;Ja;Henegouwen
1785;MERCHTEM;Neen;Vlaams-Brabant
4280;Merdorp;Ja;Luik
9420;Mere;Ja;Oost-Vlaanderen 
9820;MERELBEKE;Neen;Oost-Vlaanderen 
9850;Merendree;Ja;Oost-Vlaanderen 
8650;Merkem;Ja;West-Vlaanderen
2170;Merksem;Ja;Antwerpen
2330;MERKSPLAS;Neen;Antwerpen
5600;Merlemont;Ja;Namen
8957;MESEN;Neen;West-Vlaanderen
7822;Meslin-L'Evêque;Ja;Henegouwen
5560;Mesnil-Eglise;Ja;Namen
5560;Mesnil-Saint-Blaise;Ja;Namen
9200;Mespelare;Ja;Oost-Vlaanderen 
6780;MESSANCY;Neen;Luxemburg
3272;Messelbroek;Ja;Vlaams-Brabant
7022;Mesvin;Ja;Henegouwen
3870;Mettekoven;Ja;Limburg
5640;METTET;Neen;Namen
8760;MEULEBEKE;Neen;West-Vlaanderen
5081;Meux;Ja;Namen
7942;Mévergnies-Lez-Lens;Ja;Henegouwen
4770;Meyerode;Ja;Luik
9660;Michelbeke;Ja;Oost-Vlaanderen 
4630;Micheroux;Ja;Luik
9992;Middelburg;Ja;Oost-Vlaanderen 
8430;MIDDELKERKE;Neen;West-Vlaanderen
5376;Miécret;Ja;Namen
3891;Mielen-Boven-Aalst;Ja;Limburg
7070;Mignault;Ja;Henegouwen
3770;Millen;Ja;Limburg
4041;Milmort;Ja;Luik
2322;Minderhout;Ja;Antwerpen
1035;Ministerie van het Brussels Hoofdstedelijk Gewest;;
6870;Mirwart;Ja;Luxemburg
4577;MODAVE;Neen;Luik
3790;Moelingen;Ja;Limburg
8552;Moen;Ja;West-Vlaanderen
9500;Moerbeke;Ja;Oost-Vlaanderen 
9180;MOERBEKE-WAAS;Neen;Oost-Vlaanderen 
8470;Moere;Ja;West-Vlaanderen
8340;Moerkerke;Ja;West-Vlaanderen
9220;Moerzeke;Ja;Oost-Vlaanderen 
7700;MOESKROEN;Neen;Henegouwen
4520;Moha;Ja;Luik
5361;Mohiville;Ja;Namen
5060;Moignelée;Ja;Namen
6800;Moircy;Ja;Luxemburg
2400;MOL;Neen;Antwerpen
7760;Molenbaix;Ja;Henegouwen
3461;Molenbeek-Wersbeek;Ja;Vlaams-Brabant
3640;Molenbeersel;Ja;Limburg
3294;Molenstede;Ja;Vlaams-Brabant
1730;Mollem;Ja;Vlaams-Brabant
4350;Momalle;Ja;Luik
6590;MOMIGNIES;Neen;Henegouwen
5555;Monceau-En-Ardenne;Ja;Namen
6592;Monceau-Imbrechies;Ja;Henegouwen
6031;Monceau-Sur-Sambre;Ja;Henegouwen
7000;MONS;Neen;Henegouwen
4400;Mons-Lez-Liège;Ja;Luik
1400;Monstreux;Ja;Waals-Brabant
5530;Mont;Ja;Namen
6661;Mont;Ja;Luxemburg
7750;MONT-DE-L'ENCLUS;Neen;Henegouwen
5580;Mont-Gauthier;Ja;Namen
1367;Mont-Saint-André;Ja;Waals-Brabant
7542;Mont-Saint-Aubert;Ja;Henegouwen
1435;MONT-SAINT-GUIBERT;Neen;Waals-Brabant
7141;Mont-Sainte-Aldegonde;Ja;Henegouwen
6540;Mont-Sainte-Geneviève;Ja;Henegouwen
6032;Mont-Sur-Marchienne;Ja;Henegouwen
6470;Montbliart;Ja;Henegouwen
4420;Montegnée;Ja;Luik
3890;Montenaken;Ja;Limburg
7870;Montignies-Lez-Lens;Ja;Henegouwen
6560;Montignies-Saint-Christophe;Ja;Henegouwen
7387;Montignies-Sur-Roc;Ja;Henegouwen
6061;Montignies-Sur-Sambre;Ja;Henegouwen
6110;MONTIGNY-LE-TILLEUL;Neen;Henegouwen
6674;Montleban;Ja;Luxemburg
7911;Montroeul-Au-Bois;Ja;Henegouwen
7350;Montroeul-Sur-Haine;Ja;Henegouwen
4850;Montzen;Ja;Luik
9310;Moorsel;Ja;Oost-Vlaanderen 
8560;Moorsele;Ja;West-Vlaanderen
8890;MOORSLEDE;Neen;West-Vlaanderen
9860;Moortsele;Ja;Oost-Vlaanderen 
3740;Mopertingen;Ja;Limburg
9790;Moregem;Ja;Oost-Vlaanderen 
4850;Moresnet;Ja;Luik
6640;Morhet;Ja;Luxemburg
5621;Morialmé;Ja;Namen
2200;Morkhoven;Ja;Antwerpen
7140;MORLANWELZ;Neen;Henegouwen
7140;Morlanwelz-Mariemont;Ja;Henegouwen
6997;Mormont;Ja;Luxemburg
5190;Mornimont;Ja;Namen
4670;Mortier;Ja;Luik
4607;Mortroux;Ja;Luik
2640;MORTSEL;Neen;Antwerpen
5620;Morville;Ja;Namen
7812;Moulbaix;Ja;Henegouwen
7543;Mourcourt;Ja;Henegouwen
7911;Moustier;Ja;Henegouwen
5190;Moustier-Sur-Sambre;Ja;Namen
5550;Mouzaive;Ja;Namen
4280;Moxhe;Ja;Luik
5340;Mozet;Ja;Namen
2812;Muizen;Ja;Antwerpen
3891;Muizen;Ja;Limburg
9700;Mullem;Ja;Oost-Vlaanderen 
9630;Munkzwalm;Ja;Oost-Vlaanderen 
6820;Muno;Ja;Luxemburg
3740;Munsterbilzen;Ja;Limburg
9820;Munte;Ja;Oost-Vlaanderen 
6750;MUSSON;Neen;Luxemburg
6750;Mussy-La-Ville;Ja;Luxemburg
4190;My;Ja;Luik
7062;Naast;Ja;Henegouwen
6660;Nadrin;Ja;Luxemburg
5550;Nafraiture;Ja;Namen
6120;Nalinnes;Ja;Henegouwen
5300;Namêche;Ja;Namen
5000;NAMUR;Neen;Namen
4550;NANDRIN;Neen;Luik
5100;Naninne;Ja;Namen
5555;Naomé;Ja;Namen
6950;NASSOGNE;Neen;Luxemburg
1110;NATO;;
5360;Natoye;Ja;Namen
9810;NAZARETH;Neen;Oost-Vlaanderen 
7730;Néchin;Ja;Henegouwen
1120;Neder-Over-Heembeek;Ja;Brussel (19 gemeenten)
9500;Nederboelare;Ja;Oost-Vlaanderen 
9660;Nederbrakel;Ja;Oost-Vlaanderen 
9700;Nederename;Ja;Oost-Vlaanderen 
9400;Nederhasselt;Ja;Oost-Vlaanderen 
1910;Nederokkerzeel;Ja;Vlaams-Brabant
9636;Nederzwalm-Hermelgem;Ja;Oost-Vlaanderen 
3670;Neerglabbeek;Ja;Limburg
3620;Neerharen;Ja;Limburg
3350;Neerhespen;Ja;Vlaams-Brabant
1357;Neerheylissem;Ja;Waals-Brabant
3040;Neerijse;Ja;Vlaams-Brabant
3404;Neerlanden;Ja;Vlaams-Brabant
3350;Neerlinter;Ja;Vlaams-Brabant
3680;Neeroeteren;Ja;Limburg
3910;NEERPELT;Neen;Limburg
3700;Neerrepen;Ja;Limburg
3370;Neervelp;Ja;Vlaams-Brabant
7784;Neerwaasten;Ja;Henegouwen
3400;Neerwinden;Ja;Vlaams-Brabant
9403;Neigem;Ja;Oost-Vlaanderen 
3700;Nerem;Ja;Limburg
4870;Nessonvaux;Ja;Luik
1390;Nethen;Ja;Waals-Brabant
5377;Nettinne;Ja;Namen
4721;Neu-Moresnet;Ja;Luik
4608;Neufchâteau;Ja;Luik
6840;NEUFCHÂTEAU;Neen;Luxemburg
7332;Neufmaison;Ja;Henegouwen
7063;Neufvilles;Ja;Henegouwen
4120;NEUPRÉ;Neen;Luik
5600;Neuville;Ja;Namen
4121;Neuville-En-Condroz;Ja;Luik
9850;NEVELE;Neen;Oost-Vlaanderen 
2845;NIEL;Neen;Antwerpen
3668;Niel-Bij-As;Ja;Limburg
3890;Niel-Bij-Sint-Truiden;Ja;Limburg
9506;Nieuwenhove;Ja;Oost-Vlaanderen 
1880;Nieuwenrode;Ja;Vlaams-Brabant
3850;NIEUWERKERKEN;Neen;Limburg
9320;Nieuwerkerken;Ja;Oost-Vlaanderen 
8600;Nieuwkapelle;Ja;West-Vlaanderen
8950;Nieuwkerke;Ja;West-Vlaanderen
9100;Nieuwkerken-Waas;Ja;Oost-Vlaanderen 
8377;Nieuwmunster;Ja;West-Vlaanderen
8620;NIEUWPOORT;Neen;West-Vlaanderen
3221;Nieuwrode;Ja;Vlaams-Brabant
2560;NIJLEN;Neen;Antwerpen
1457;Nil-Saint-Vincent-Saint-Martin;Ja;Waals-Brabant
7020;Nimy;Ja;Henegouwen
9400;NINOVE;Neen;Oost-Vlaanderen 
5670;Nismes;Ja;Namen
1400;NIVELLES;Neen;Waals-Brabant
5680;Niverlée;Ja;Namen
6640;Nives;Ja;Luxemburg
6717;Nobressart;Ja;Luxemburg
1320;Nodebais;Ja;Waals-Brabant
1350;Noduwez;Ja;Waals-Brabant
7080;Noirchain;Ja;Henegouwen
6831;Noirfontaine;Ja;Luxemburg
5377;Noiseux;Ja;Namen
9771;Nokere;Ja;Oost-Vlaanderen 
6851;Nollevaux;Ja;Luxemburg
2200;Noorderwijk;Ja;Antwerpen
8647;Noordschote;Ja;West-Vlaanderen
1930;Nossegem;Ja;Vlaams-Brabant
6717;Nothomb;Ja;Luxemburg
7022;Nouvelles;Ja;Henegouwen
4347;Noville;Ja;Luik
6600;Noville;Ja;Luxemburg
5380;Noville-Les-Bois;Ja;Namen
5310;Noville-Sur-Méhaigne;Ja;Namen
9681;Nukerke;Ja;Oost-Vlaanderen 
6230;Obaix;Ja;Henegouwen
7743;Obigies;Ja;Henegouwen
7034;Obourg;Ja;Henegouwen
6890;Ochamps;Ja;Luxemburg
4560;Ocquier;Ja;Luik
6960;Odeigne;Ja;Luxemburg
4367;Odeur;Ja;Luik
8730;Oedelem;Ja;West-Vlaanderen
8800;Oekene;Ja;West-Vlaanderen
2520;Oelegem;Ja;Antwerpen
8690;Oeren;Ja;West-Vlaanderen
8720;Oeselgem;Ja;West-Vlaanderen
1755;Oetingen;Ja;Vlaams-Brabant
7911;Oeudeghien;Ja;Henegouwen
2260;Oevel;Ja;Antwerpen
6850;Offagne;Ja;Luxemburg
1934;Office Exchange Brussels Airpor Remailing;;
7862;Ogy;Ja;Henegouwen
1380;Ohain;Ja;Waals-Brabant
5350;OHEY;Neen;Namen
5670;Oignies-En-Thiérache;Ja;Namen
1480;Oisquercq;Ja;Waals-Brabant
5555;Oizy;Ja;Namen
9400;Okegem;Ja;Oost-Vlaanderen 
2250;OLEN;Neen;Antwerpen
4300;Oleye;Ja;Luik
7866;Ollignies;Ja;Henegouwen
5670;Olloy-Sur-Viroin;Ja;Namen
2491;Olmen;Ja;Antwerpen
4877;OLNE;Neen;Luik
9870;Olsene;Ja;Oost-Vlaanderen 
4252;Omal;Ja;Luik
4540;Ombret;Ja;Luik
5600;Omezée;Ja;Namen
6900;On;Ja;Luxemburg
5520;ONHAYE;Neen;Namen
9500;Onkerzele;Ja;Oost-Vlaanderen 
7387;Onnezies;Ja;Henegouwen
5190;Onoz;Ja;Namen
1760;Onze-Lieve-Vrouw-Lombeek;Ja;Vlaams-Brabant
2861;Onze-Lieve-Vrouw-Waver;Ja;Antwerpen
8710;Ooigem;Ja;West-Vlaanderen
9700;Ooike;Ja;Oost-Vlaanderen 
9790;Ooike;Ja;Oost-Vlaanderen 
9520;Oombergen;Ja;Oost-Vlaanderen 
9620;Oombergen;Ja;Oost-Vlaanderen 
3300;Oorbeek;Ja;Vlaams-Brabant
9340;Oordegem;Ja;Oost-Vlaanderen 
9041;Oostakker;Ja;Oost-Vlaanderen 
8670;Oostduinkerke;Ja;West-Vlaanderen
9968;Oosteeklo;Ja;Oost-Vlaanderen 
8400;OOSTENDE;Neen;West-Vlaanderen
9860;OOSTERZELE;Neen;Oost-Vlaanderen 
3945;Oostham;Ja;Limburg
8020;OOSTKAMP;Neen;West-Vlaanderen
8340;Oostkerke;Ja;West-Vlaanderen
8600;Oostkerke;Ja;West-Vlaanderen
2390;Oostmalle;Ja;Antwerpen
8840;Oostnieuwkerke;Ja;West-Vlaanderen
8780;OOSTROZEBEKE;Neen;West-Vlaanderen
8640;Oostvleteren;Ja;West-Vlaanderen
9931;Oostwinkel;Ja;Oost-Vlaanderen 
9660;Opbrakel;Ja;Oost-Vlaanderen 
9255;Opdorp;Ja;Oost-Vlaanderen 
3660;OPGLABBEEK;Neen;Limburg
3630;Opgrimbie;Ja;Limburg
1421;Ophain-Bois-Seigneur-Isaac;Ja;Waals-Brabant
9500;Ophasselt;Ja;Oost-Vlaanderen 
3870;Opheers;Ja;Limburg
1357;Opheylissem;Ja;Waals-Brabant
3640;Ophoven;Ja;Limburg
3960;Opitter;Ja;Limburg
3300;Oplinter;Ja;Vlaams-Brabant
3680;Opoeteren;Ja;Limburg
6852;Opont;Ja;Luxemburg
1315;Opprebais;Ja;Waals-Brabant
2890;Oppuurs;Ja;Antwerpen
3360;Opvelp;Ja;Vlaams-Brabant
1745;OPWIJK;Neen;Vlaams-Brabant
1360;Orbais;Ja;Waals-Brabant
5550;Orchimont;Ja;Namen
7501;Orcq;Ja;Henegouwen
3800;Ordingen;Ja;Limburg
5640;Oret;Ja;Namen
4360;OREYE;Neen;Luik
6880;Orgeo;Ja;Luxemburg
7802;Ormeignies;Ja;Henegouwen
1350;ORP-JAUCHE;Neen;Waals-Brabant
1350;Orp-Le-Grand;Ja;Waals-Brabant
7750;Orroir;Ja;Henegouwen
3350;Orsmaal-Gussenhoven;Ja;Vlaams-Brabant
6983;Ortho;Ja;Luxemburg
7804;Ostiches;Ja;Henegouwen
8553;Otegem;Ja;West-Vlaanderen
4210;Oteppe;Ja;Luik
4340;Othée;Ja;Luik
4360;Otrange;Ja;Luik
3040;Ottenburg;Ja;Vlaams-Brabant
9420;Ottergem;Ja;Oost-Vlaanderen 
1340;Ottignies;Ja;Waals-Brabant
1340;OTTIGNIES-LOUVAIN-LA-NEUVE;Neen;Waals-Brabant
3050;OUD-HEVERLEE;Neen;Vlaams-Brabant
2360;OUD-TURNHOUT;Neen;Antwerpen
9200;Oudegem;Ja;Oost-Vlaanderen 
8600;Oudekapelle;Ja;West-Vlaanderen
9700;OUDENAARDE;Neen;Oost-Vlaanderen 
1600;Oudenaken;Ja;Vlaams-Brabant
8460;OUDENBURG;Neen;West-Vlaanderen
1160;OUDERGEM;Neen;Brussel (19 gemeenten)
4590;OUFFET;Neen;Luik
4102;Ougrée;Ja;Luik
4680;OUPEYE;Neen;Luik
9406;Outer;Ja;Oost-Vlaanderen 
3321;Outgaarden;Ja;Vlaams-Brabant
4577;Outrelouxhe;Ja;Luik
8582;Outrijve;Ja;West-Vlaanderen
9750;Ouwegem;Ja;Oost-Vlaanderen 
9500;Overboelare;Ja;Oost-Vlaanderen 
3350;Overhespen;Ja;Vlaams-Brabant
3090;OVERIJSE;Neen;Vlaams-Brabant
9290;Overmere;Ja;Oost-Vlaanderen 
3900;OVERPELT;Neen;Limburg
3700;Overrepen;Ja;Limburg
3400;Overwinden;Ja;Vlaams-Brabant
3583;Paal;Ja;Limburg
4452;Paifve;Ja;Luik
4560;Pailhe;Ja;Luik
6850;PALISEUL;Neen;Luxemburg
1760;Pamel;Ja;Vlaams-Brabant
7861;Papignies;Ja;Henegouwen
9661;Parike;Ja;Oost-Vlaanderen 
1012;Parlement de la communauté française;;
5012;Parlement Wallon;;
8980;Passendale;Ja;West-Vlaanderen
5575;Patignies;Ja;Namen
7340;Paturages;Ja;Henegouwen
9630;Paulatem;Ja;Oost-Vlaanderen 
7740;PECQ;Neen;Henegouwen
3990;PEER;Neen;Limburg
7120;Peissant;Ja;Henegouwen
4287;Pellaines;Ja;Luik
3212;Pellenberg;Ja;Vlaams-Brabant
1670;PEPINGEN;Neen;Vlaams-Brabant
4860;PEPINSTER;Neen;Luik
1820;Perk;Ja;Vlaams-Brabant
7640;Péronnes-Lez-Antoing;Ja;Henegouwen
7134;Péronnes-Lez-Binche;Ja;Henegouwen
7600;PÉRUWELZ;Neen;Henegouwen
8600;Pervijze;Ja;West-Vlaanderen
1360;PERWEZ;Neen;Waals-Brabant
5352;Perwez-Haillot;Ja;Namen
5660;Pesche;Ja;Namen
5590;Pessoux;Ja;Namen
9800;Petegem-Aan-De-Leie;Ja;Oost-Vlaanderen 
9790;Petegem-Aan-De-Schelde;Ja;Oost-Vlaanderen 
5660;Petigny;Ja;Namen
5555;Petit-Fays;Ja;Namen
4280;Petit-Hallet;Ja;Luik
4800;Petit-Rechain;Ja;Luik
7090;Petit-Roeulx-Lez-Braine;Ja;Henegouwen
7181;Petit-Roeulx-Lez-Nivelles;Ja;Henegouwen
6692;Petit-Thier;Ja;Luxemburg
5660;Petite-Chapelle;Ja;Namen
1800;Peutie;Ja;Vlaams-Brabant
5600;PHILIPPEVILLE;Neen;Namen
7160;Piéton;Ja;Henegouwen
1370;Piétrain;Ja;Waals-Brabant
1315;Piètrebais;Ja;Waals-Brabant
7904;Pipaix;Ja;Henegouwen
3700;Piringen;Ja;Limburg
6240;Pironchamps;Ja;Henegouwen
8740;PITTEM;Neen;West-Vlaanderen
4122;Plainevaux;Ja;Luik
1380;Plancenoit;Ja;Waals-Brabant
7782;Ploegsteert;Ja;Henegouwen
4850;PLOMBIÈRES;Neen;Luik
2275;Poederlee;Ja;Antwerpen
9880;Poeke;Ja;Oost-Vlaanderen 
